#Chrom	Start	End	TransposableElementTranscript	TransposableElementSymbol	Strand	2cell.GG.WT	2cell.AG.WT	Morula.GG.WT	Morula.AG.WT	ICM.GG.WT	ICM.AG.WT	TE.GG.WT	TE.AG.WT	Morula.GG.K9Dplt	Morula.AG.K9Dplt
chr17	3291550	3308493	TU35938	G17307	+	0.0717627	0.0843364	0.047771	0.0309246	0	0	0	0	0.263034	0.158768
chr17	3111803	3114795	TU35943	G17309	-	0.141869	0	1.46537	1.13685	0	4.53094	3.5888	2.06178	2.14893	1.5527
chr17	3099790	3114795	TU35946	G17309	-	0.0162586	0.204391	0.743874	0.471621	0	0.125651	0.662357	0.611959	0.645702	0.728864
chr17	3714229	3717228	TU35947	G17312	-	0.167358	0	0	0	0	0	0	0	0	0
chr17	4229727	4232555	TU35950	G17315	+	1.03703	0	0	0	0	0	0	0	0	0.265837
chr17	4970608	4971652	TU35952	G17317	+	0	0	1.23532	0	0	0	0	0	0.865919	0
chr17	3615518	3616641	TU35954	G17319	+	0	0	2.02101	0	0	0	0	0	0	0
chr17	3614474	3616641	TU35955	G17319	+	0	0	0	0	0	0	0	0	0	0
chr17	4916003	4962242	TU35956	G17320	-	0.158337	0.0132121	0.111922	0.00528021	0	0	0.0703893	0	0.0765591	0.0588937
chr17	4110534	4152725	TU35958	G17322	+	0.277786	0.0280033	0.0621217	0.0473057	0	0	0	0	0.151209	0.0840643
chr17	4110534	4115296	TU35959	G17322	+	0.760434	0.123269	0.0758749	0.0243197	0	0	0	0	0	0
chr17	4110534	4118273	TU35960	G17322	+	0.717795	0.0149265	0	0	0	0	0	0	0	0
chr17	5754062	5755123	TU35963	G17325	+	0	1.24805	0	0	0	0	0	0	0	0
chr16	98064476	98082028	TU35964	G17326	-	0.0271541	0.0311128	1.30898	1.18333	0.940355	0.255803	0.672048	0.679874	0.543991	0.0398403
chr17	4978346	4985322	TU35966	G17327	+	0.301783	0.599508	0.39835	0.130052	0	0.804604	0	0	0.34426	0.200797
chr16	98064476	98082434	TU35967	G17326	-	0	0	0.00671692	0.00384207	0.000961476	0.000480818	0	0.00288251	1.30451	0.375549
chr17	4981984	4985322	TU35969	G17327	+	0.175897	0.283803	1.44961	1.70266	0.322697	0.512311	0.21122	1.12079	2.70388	1.53655
chr16	98064476	98068132	TU35970	G17326	-	0	0.321235	3.40136	0.635367	0.901752	1.141	2.39433	3.31624	3.44301	3.51753
chr17	4908374	4913471	TU35971	G17328	+	0.121679	0	0.0767871	0	2.25409	0	0	0	0	0.173341
chr17	4908374	4913471	TU35972	G17328	+	0.121679	0	0.0767871	0	2.25409	0	0	0	0	0.173341
chr17	4908374	4912073	TU35973	G17328	+	0	0	0	0.223217	2.92594	0	1.12785	2.02586	0	0.0491661
chr17	4138108	4140010	TU35976	G17330	+	0.761285	0.524064	0.667816	0.966184	0	0	0	0	0.62714	1.17739
chr17	4138108	4138517	TU35977	G17330	+	2.46127	0.812621	3.23919	0	0	0	0	0	0	0
chr16	95841896	95902358	TU35981	G17332	-	0.400538	0.271665	0	0	0.141869	0.0153073	0	0.217024	0	0.0342157
chr16	95825955	95902358	TU35982	G17332	-	0.0989585	0	0	0	0	0	0	0.108803	0	0.00767393
chr16	95764199	95916911	TU35985	G17332	-	0.0257376	0.0373119	0.0304538	0.0538064	0	0	0	0.0299829	0.228973	0.0831566
chr16	95831137	95916911	TU35986	G17332	-	0.045443	0.111833	0.0836105	0.0612002	0	0	0.105678	0.0243197	0.0179219	0.0342157
chr17	4979181	4988627	TU35987	G17334	-	0	0.229957	0	0	0	0	0	0	0	0
chr16	95781873	95902358	TU35988	G17332	-	0	0	0.00767393	0	0	0	0	0	0	0
chr17	4985936	4988627	TU35989	G17334	-	0.454176	1.00432	0	0	0	0	0	0	0.329411	0.200379
chr16	95775078	95843271	TU35990	G17332	-	0.0731347	0.101381	0.215368	0.344828	0.226097	0	0.462227	0.507921	0.195348	0.127853
chr16	95848632	95902358	TU35991	G17332	-	0.21122	0.381837	0.105678	0.327304	0	0	0	0.000961476	0	0
chr17	6241103	6251134	TU35992	G17335	+	0.0722202	0.440208	0.355768	0.0840643	2.07245	1.5239	0.440421	0.138814	0.859572	0.155749
chr17	4501035	4534894	TU35995	G17337	-	0.652907	0.321697	0	0	0	0	0.0205318	0.12521	0.00360224	0
chr17	3062438	3063979	TU35997	G17338	-	4.50826	3.69853	5.48923	5.71623	6.9274	6.91843	6.42436	5.69781	6.43015	6.57287
chr17	4465713	4534894	TU35998	G17337	-	0.0922074	0.00518438	0.114145	0	0.111477	0.302953	0	0	0.0114956	0.155749
chr17	3078172	3079305	TU35999	G17339	-	3.20074	1.25423	4.13463	3.50462	4.30631	0	4.03345	5.30333	0	1.97306
chr17	4527565	4534894	TU36000	G17337	-	0.331896	0.292546	0	0	0	0	0	0	0	0
chr17	4411254	4534894	TU36001	G17337	-	0.106572	0.117961	0.0731347	0.00384207	0	0.0505597	0	0	0.211635	0.0680975
chr17	4851691	4891411	TU36005	G17341	-	0.0105412	0.0504669	0	0.0238467	0.0384362	0	0	0	0	0
chr17	4851691	4891411	TU36007	G17341	-	0.0105412	0.0504669	0	0.0238467	0.0384362	0	0	0	0	0
chr17	4851691	4891411	TU36009	G17341	-	0.0105412	0.0504669	0	0.0238467	0.0384362	0	0	0	0	0
chr17	4851691	4891411	TU36010	G17341	-	0.0105412	0.0504669	0	0.0238467	0.0384362	0	0	0	0	0
chr17	4851691	4885088	TU36011	G17341	-	3.13329	2.76617	6.02008	5.57629	6.44459	5.81944	6.46441	6.12353	5.78108	5.96792
chr17	4890530	4891411	TU36012	G17341	-	1.97036	3.32852	0	0	0	0	0	0	0	0
chr16	97994695	98021002	TU36036	G17351	-	1.92169	0.989139	2.89821	3.12648	3.66107	2.05056	3.92654	3.3762	3.07048	2.69004
chr16	98020630	98021002	TU36038	G17351	-	0	2.97735	3.07336	0	0	0	0	0	0	0
chr17	6824041	6824639	TU36041	G17353	+	2.02053	3.62926	0	0	0	0	0	0	0	0
chr17	6824041	6884187	TU36042	G17353	+	0.117252	0.0835197	0.0449769	0.0849713	0	0.0252651	0	0.0836105	0.199751	0.213295
chr17	6798423	6828053	TU36059	G17362	-	0.263836	0.323543	0.0210059	0.0767871	0	0	0	0.172914	0.361207	0.0639631
chr17	7440773	7444123	TU36060	G17363	+	0	0.0103502	0.154021	0.905864	0	0.506907	0	0.313826	0.519542	0.473008
chr17	7541230	7544790	TU36062	G17364	+	0.0722202	0	0	0	1.17505	0	0.372209	0	1.39232	0.211635
chr17	5802823	5803656	TU36066	G17367	+	0	1.27882	0	0	0	0	0	0	0	0
chr16	94172936	94174058	TU36068	G17369	-	0.941858	0.204141	0	0	0	0.857318	4.5669	2.74172	1.70244	0
chr17	7399350	7406170	TU36069	G17370	-	0.0731347	0	0.0763311	0	0	2.33581	1.50961	2.24408	0.593115	1.11348
chr17	7629456	7646022	TU36083	G17377	-	0.792717	1.09058	0.015783	0	0	0	0	0	0.115033	0.240416
chr17	7881110	7886878	TU36088	G17381	-	1.71105	2.48568	1.26704	1.4172	0	1.46867	0.121679	0	0.155102	1.64908
chr17	8204769	8205518	TU36092	G17384	+	2.05947	1.99523	0	0	0	0	0	0	0	0
chr17	8204769	8205437	TU36093	G17384	+	0.776806	1.28368	0	0	0	0	0	0	0	0
chr17	5523873	5524450	TU36100	G17387	-	1.63211	0	0	0	1.72203	5.13362	3.73404	7.28383	0	0
chr17	5523873	5527156	TU36102	G17387	-	0	0	0	0	0	0	0	0	0.288654	0
chr17	8517540	8519147	TU36104	G17388	-	0.574021	2.35918	0	0.166501	0	0	0	0	0	0
chr17	8216419	8223170	TU36105	G17389	+	1.52907	0.35727	2.71142	1.18121	2.87138	1.50978	3.15505	2.28363	3.0464	2.1049
chr17	8458780	8497287	TU36106	G17390	+	0.139251	0.169668	0.0374994	0.0374994	0	0.0318657	0	0	0.11703	0.104337
chr17	8490082	8497287	TU36107	G17390	+	0.0200577	0.018919	0.0976108	0.0440443	0	0	0	0	0.181421	0
chr17	8493244	8497287	TU36108	G17390	+	0.291604	1.29561	0	0.730604	0	0	0	0	0.393416	0.509949
chr17	8916956	8918836	TU36109	G17391	-	5.01994	4.48638	0.0763311	1.01863	0	0	0	0	0	0.589444
chr17	8916956	8918836	TU36110	G17391	-	5.01994	4.48638	0.0763311	1.01863	0	0	0	0	0	0.589444
chr17	9195018	9223785	TU36111	G17392	+	0	0.00345832	0	0	0	0	0	0	0.149259	0.186923
chr17	9206510	9223785	TU36112	G17392	+	0.297094	0.226509	0	0.0346853	0.057508	0.036093	0	0	0.214125	0.225686
chr16	93581561	93583385	TU36114	G17394	-	12.1021	11.7289	5.85665	5.38464	2.52824	1.67416	2.16167	1.17568	1.7551	4.94133
chr17	9318090	9320370	TU36116	G17396	-	2.96082	2.83013	0	0	0	0	0	0	0.69332	0.95432
chr17	5705267	5707248	TU36118	G17398	-	7.28523	6.98294	0.939853	0.409979	0	0	0	0	0	1.60912
chr17	10084928	10085933	TU36127	G17401	-	0	0	1.75631	0	0	0	0	0	0	0
chr17	10092679	10139058	TU36130	G17404	-	0.0318657	0.0231844	0.0635029	0.180997	0	0	0	0	0.261832	0.21205
chr17	9601556	9609767	TU36131	G17405	+	0	0	0	0.0588937	0.118581	0	0.0854247	0	0.132906	0.0598167
chr17	10880703	10881959	TU36132	G17406	+	1.78339	0.197614	0	0	0	0	0	0	0	0
chr17	10338680	10344031	TU36142	G17411	-	0	0.659559	0	0	0	0	0	0	0	0
chr17	10339985	10344031	TU36144	G17411	-	0.410703	0.396379	0	0.061661	0	0	0	0	0.235727	0.186078
chr17	12079674	12082946	TU36145	G17412	+	0	0.399226	0	0.186501	0	0	0	0	0	0
chr17	9677545	9728060	TU36147	G17413	-	0.0463746	0.0706641	0.0195833	0	0.0389044	0	0	0	0.188401	0.125651
chr17	9720248	9728593	TU36149	G17413	-	0.324619	0.333195	0	0	0	0	0	0	0	0
chr17	9726028	9728060	TU36150	G17413	-	0	0.518434	0	0	0	0	0	0	1.78262	0
chr17	9711033	9730084	TU36151	G17413	-	0.191984	0.0350608	0	0.0148314	0	0	0	0	0	0.0754185
chr17	9420572	9427673	TU36154	G17415	-	2.45987	2.33737	2.43367	2.13378	3.10019	3.50377	3.25485	3.07724	2.6068	2.13444
chr17	10471457	10473633	TU36163	G17417	+	0.121679	0	0	0	2.10187	0	0	0.712229	0.998196	1.27739
chr17	9587574	9589409	TU36169	G17419	-	4.53746	4.63479	0.214125	0.157906	0	0	0	0	0.799916	1.2106
chr17	12067283	12081240	TU36171	G17420	-	0.652907	0.226262	0.204141	0.290424	0.152292	0	0.414316	0	0.473008	0.889863
chr17	9587574	9656781	TU36172	G17419	-	0.52038	0.307545	0	0.0318657	0.015783	0.0172093	0	0	0.0915306	0.0328061
chr17	12318841	12336287	TU36174	G17421	+	0.320388	0.272143	0.0836105	0.0299829	0.167786	0.867896	1.19828	0.250557	0.105678	0.109695
chr17	9617202	9632584	TU36176	G17422	-	0	0	0.0172093	0	0	0	0.384418	0	0.0551957	0.0836105
chr17	12366998	12376311	TU36177	G17423	+	0.415398	0.101381	0.040308	0.0262099	0	2.63915	0.104337	0	0.428142	0.205393
chr17	12366998	12376780	TU36178	G17423	+	0	0.0610158	0	0	0	0	0	0	0	0
chr17	10512315	10569452	TU36183	G17426	+	0	0	0	0	0	0	0.057508	0	0	0
chr17	10496471	10569452	TU36184	G17426	+	0.290818	0.507719	0.110586	0.0776988	0.0593553	0	0.0379679	0.122562	0.349365	0.157044
chr17	7893557	7903019	TU36185	G17427	-	0.108803	0.98448	0.0370307	0.27858	0	0	0	0	0.051024	0.0786098
chr17	7899978	7903019	TU36186	G17427	-	1.87774	2.92174	0.987927	2.08248	0	0.617298	0	0.997112	1.06316	0.878398
chr17	7899978	7903019	TU36187	G17427	-	1.87774	2.92174	0.987927	2.08248	0	0.617298	0	0.997112	1.06316	0.878398
chr17	7893557	7903019	TU36188	G17427	-	0.108803	0.98448	0.0370307	0.27858	0	0	0	0	0.051024	0.0786098
chr17	7893557	7903019	TU36189	G17427	-	0.108803	0.98448	0.0370307	0.27858	0	0	0	0	0.051024	0.0786098
chr17	7899978	7903019	TU36191	G17427	-	1.87774	2.92174	0.987927	2.08248	0	0.617298	0	0.997112	1.06316	0.878398
chr17	7893557	7896582	TU36192	G17427	-	4.85931	5.48679	0.481643	4.42626	3.23358	0	1.7898	0.347099	0	0.451365
chr17	7899978	7903019	TU36193	G17427	-	1.87774	2.92174	0.987927	2.08248	0	0.617298	0	0.997112	1.06316	0.878398
chr17	12859107	12860193	TU36195	G17430	+	0	0.256044	0.513996	0.585604	0	0	0	4.17225	1.7433	2.02704
chr17	12820106	12834998	TU36197	G17432	-	0.46083	0.178874	0.0252651	0.0561211	0	0.0822484	0.0468403	0.134002	0.122341	0.16092
chr17	9731966	9735276	TU36201	G17435	+	5.44132	6.32068	2.04765	1.86407	0	0	1.91597	0.989381	3.498	0.111922
chr17	12778777	12815535	TU36202	G17436	+	0.226919	0.154194	0.210804	0.0840643	0.178874	0	0	0.84666	0.183963	0.148826
chr17	12778777	12779833	TU36203	G17436	+	2.87349	0.0618453	0	0	0	0	0	3.46841	0	0
chr17	9731966	9745667	TU36204	G17435	+	0.061661	0.352081	0	0	0	0	0	0	0.00504062	0
chr17	11883008	11883509	TU36205	G17437	-	4.76968	5.309	1.52757	3.27317	0	0	0	0	2.4948	0
chr17	9730255	9730942	TU36206	G17435	+	5.72277	5.31094	1.36364	0.687658	2.25631	0	1.49587	0	0.00575927	0.733499
chr17	11764402	11883509	TU36207	G17437	-	0.0662614	0.0434845	0.0463746	0.0514881	0	0	0	0	0.245496	0.0931094
chr17	9731966	9800170	TU36208	G17435	+	0.117252	0.237808	0.000480818	0	0	0	0	0	0.000721167	0
chr17	11859158	11883509	TU36209	G17437	-	0.0565835	0.305912	0.0100637	0.0071955	0	0.0252651	0	0.0435778	0.128293	0.069473
chr1	133095431	133097666	TU3621	G1773	+	0.118138	0.203389	0.235114	1.15726	0	0	0	0	0	0
chr17	9731966	9751136	TU36210	G17435	+	0.322697	0.470511	0	0	0	0	0	0	0.00647756	0
chr17	11881502	11883509	TU36211	G17437	-	0	0.0913952	0	0	0	0	0	0	0	0
chr17	9730255	9749040	TU36212	G17435	+	0.0754185	0	0	0	0	0	0	0	0.706641	0
chr17	11826260	11854106	TU36213	G17438	-	0.141869	0.457752	0.00384207	0.0214797	0.320003	0	0.0398403	0.0365619	0	0.0365619
chr17	9730255	9796468	TU36214	G17435	+	0.3049	0.0370307	0.788268	0.230613	0.518031	0.058432	0.476814	0.226097	0.655352	0.401994
chr17	12359011	12360259	TU36216	G17440	-	0.728574	1.34107	2.93872	1.17462	4.5996	0	4.73283	4.10327	1.81721	3.46658
chr17	12359011	12370199	TU36217	G17440	-	0	0	0	0	0	0	0	0	0.0969365	0.0758749
chr17	12359011	12361324	TU36219	G17440	-	0	0.230203	0	0	0	0	0	0	0	0
chr17	9753944	9758507	TU36221	G17442	-	1.42814	0.0443242	0	0	0	0	0	0	0	0
chr17	6344948	6346178	TU36222	G17443	+	3.35797	0.500598	8.27519	3.85994	7.12566	3.92102	7.80732	6.82421	7.89462	6.68796
chr17	12784555	12791665	TU36236	G17447	-	0.0940108	0.00662118	0	0	0	0	0	0.0110185	0.186501	0.0570459
chr17	12784555	12785046	TU36238	G17447	-	1.32519	2.05755	0.898402	1.9024	6.39457	1.66433	2.80515	4.63205	0	3.80989
chr17	6358776	6368622	TU36241	G17449	+	0.50826	0.174279	0.0749621	0.100305	0	0	0.0690147	0	0.0915306	0.232661
chr16	96933202	96942567	TU36243	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96934783	TU36245	G17399	+	0.990108	2.64998	0.356144	0.237156	0.831607	0	0.469191	0	1.24489	0.00623817
chr16	96933202	96939723	TU36248	G17399	+	2.02361	1.79394	1.49382	0.995183	0.0449769	0	0.645855	0.181421	0.975997	1.00504
chr16	96933202	96939723	TU36249	G17399	+	2.02361	1.79394	1.49382	0.995183	0.0449769	0	0.645855	0.181421	0.975997	1.00504
chr16	96933202	96942732	TU36250	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96942567	TU36251	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96934783	TU36252	G17399	+	0.990108	2.64998	0.356144	0.237156	0.831607	0	0.469191	0	1.24489	0.00623817
chr16	96933202	96942567	TU36253	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96939723	TU36255	G17399	+	2.02361	1.79394	1.49382	0.995183	0.0449769	0	0.645855	0.181421	0.975997	1.00504
chr17	6384632	6412805	TU36256	G17454	+	0.257815	0.407733	0.595822	1.03773	0.335331	0.235931	0.360271	0.274212	1.28806	1.38202
chr16	96940790	96942567	TU36257	G17399	+	5.32068	4.83765	5.49216	5.22378	1.01887	4.0015	2.84238	2.41251	3.6801	3.20748
chr16	96933202	96934783	TU36258	G17399	+	0.990108	2.64998	0.356144	0.237156	0.831607	0	0.469191	0	1.24489	0.00623817
chr16	96933202	96942567	TU36259	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96939723	TU36260	G17399	+	2.02361	1.79394	1.49382	0.995183	0.0449769	0	0.645855	0.181421	0.975997	1.00504
chr16	96933202	96934783	TU36262	G17399	+	0.990108	2.64998	0.356144	0.237156	0.831607	0	0.469191	0	1.24489	0.00623817
chr16	96933202	96942732	TU36263	G17399	+	0	0	0	0	0	0	0	0	0	0
chr16	96933202	96934783	TU36265	G17399	+	0.990108	2.64998	0.356144	0.237156	0.831607	0	0.469191	0	1.24489	0.00623817
chr16	96933202	96942567	TU36267	G17399	+	0	0	0	0	0	0	0	0	0	0
chr17	13458708	13462131	TU36268	G17456	-	0	0.5144	0	0	0	0	0	0.963227	0	0
chr17	13024783	13026634	TU36269	G17457	-	4.41389	5.1828	3.90522	3.44179	2.65619	5.14611	5.10341	4.4668	3.23304	0
chr17	13024783	13029010	TU36270	G17457	-	0.465017	1.04838	1.36139	1.98974	0.953079	3.7293	2.30169	3.9692	3.27478	2.4079
chr17	13196119	13206212	TU36271	G17458	+	0	0	0	0	0	0	0.069473	0	0	0
chr17	13197117	13206212	TU36272	G17458	+	4.43011	3.56633	0.629473	0	0	0.10165	0.00623817	0	1.96033	0.197865
chr17	6893648	6902374	TU36273	G17459	+	0.559737	0.654985	0.994218	1.09536	2.61078	3.31769	2.56226	2.44166	1.97856	2.92194
chr17	13195947	13206212	TU36274	G17458	+	0	0	0	0	0	0	0	0	0	0
chr17	12131607	12139727	TU36275	G17460	+	0.0309246	0	0	0.708408	0	0	0.332278	0	0.644318	0.410341
chr17	6930907	6939056	TU36282	G17465	+	0.0607392	0	0.0459089	0	0	0.144917	0	0	0.219711	0
chr17	13190016	13195282	TU36285	G17466	-	1.45611	1.51591	0	0	0.682873	0.333042	0.712229	0.7661	0.708849	0.149259
chr17	13502200	13511196	TU36286	G17467	+	4.05551	3.61847	0.100305	0.0671798	0.232661	0	0.102098	0	0.671293	0.202888
chr17	13170060	13195282	TU36287	G17466	-	0.102546	0.181166	0.032336	0.0570459	0	0	0	0	0.473527	0.132687
chr17	13170060	13172538	TU36288	G17466	-	0.476814	1.13645	0.267436	0	0	0	0	0	0.473008	0.204975
chr17	13489273	13500312	TU36289	G17468	-	0	0.1137	0	0.0257376	0.311503	0	0	0	0.170566	0.0944613
chr1	134376505	134377137	TU3629	G1777	-	0	3.31008	1.58656	0	1.58944	0	0	0	1.40436	0
chr17	13489273	13496786	TU36291	G17468	-	2.04544	1.08529	0.909197	0	1.63227	0.0831566	1.68885	0.497059	0	0.61573
chr17	13679488	13683520	TU36292	G17470	-	0.267835	0	1.41233	0	0	0	2.42832	1.98987	0.000721167	0
chr17	13675615	13683520	TU36294	G17470	-	0.0926585	0.227741	0.878398	0.634748	0.366252	1.00552	0.974774	0.564622	1.80941	0.86974
chr1	134376505	134379266	TU3630	G1777	-	0	0	0.337235	0	0	0	0	0	0	0.183116
chr17	11583910	11605626	TU36301	G17473	-	0.0607392	0.368265	0	0.0176844	0	0	0	0	0.126973	0.0740487
chr17	11597392	11605626	TU36303	G17473	-	0.228152	0	0.032336	0.0114956	0	0	0	0	0	0.137504
chr17	14463919	14524025	TU36306	G17474	-	0.0690147	0.129876	0.0081522	0.0328061	0	0.0105412	0.032336	0	0.286881	0.0790652
chr17	14097302	14099783	TU36309	G17477	+	0.713403	0.322159	3.57894	2.91686	8.74936	5.55017	6.91791	4.93698	3.7801	0.80763
chr17	8327869	8328398	TU36311	G17478	+	3.36373	3.97565	3.99364	4.28703	1.95196	7.29278	3.21883	2.84298	4.66408	4.92927
chr17	8325644	8326637	TU36315	G17480	-	3.23379	1.99037	2.25005	3.80202	0	1.55614	0	1.65	2.87912	1.28135
chr17	15355556	15365445	TU36319	G17483	+	0.107018	0.0132121	0.0639631	0.0722202	0	0.0630427	0	0	0.182692	0
chr1	134453713	134455354	TU3632	G1779	-	0.474047	1.59817	0	1.20852	0	0.705757	1.42832	2.37934	0	2.38442
chr17	15453574	15460765	TU36320	G17484	+	0.397985	0.1121	0	0.152724	0	0	0	0	0.134221	0.202888
chr17	5810277	5848455	TU36322	G17486	-	1.58544	1.78526	3.40885	3.5994	6.40304	6.33249	6.18788	5.6113	4.15979	4.11028
chr17	15471077	15474530	TU36323	G17487	-	1.92321	0.0448837	0.318847	2.04393	1.43883	0	2.13892	0.467453	0.257614	0.724214
chr17	5835822	5848455	TU36324	G17486	-	0.154886	0	0	0	0	0	0	0	0	0
chr17	14905698	14909962	TU36325	G17488	+	0.0598167	0.398569	0	0	0	0	0	0	0.391768	0
chr17	5841910	5848455	TU36326	G17486	-	0	0.112367	0	0	0	0	0	0	0	0
chr17	15442326	15445179	TU36330	G17489	-	0	0.286645	0	0	0	0	0	0	0	0
chr17	15442326	15444002	TU36332	G17489	-	2.05021	0.541812	0	1.75745	2.31663	0	0	0.978684	0	0
chr17	6290946	6291850	TU36334	G17490	+	2.43953	1.93191	3.86651	4.80938	4.24608	3.85446	3.5451	4.85493	5.36683	5.27476
chr17	13166833	13168713	TU36341	G17495	+	0	0	0	0	7.5913	4.08627	6.56316	6.38465	2.24945	2.94897
chr17	13163584	13168713	TU36342	G17495	+	1.292	1.09018	3.34535	2.51652	1.94661	3.12085	1.79618	2.05114	1.90785	0.603755
chr17	15528683	15536202	TU36343	G17496	+	0.745309	0.619554	0	0	0	0	0	0	0	0
chr17	15529621	15536202	TU36344	G17496	+	0.39835	0.627233	0.744735	0.43189	0	0.747316	0.905608	0.558104	0.778629	0.76327
chr17	15592909	15599197	TU36345	G17497	-	1.52707	1.34619	1.20163	0.746456	1.14078	0.990108	0.87866	1.26083	1.34227	1.15164
chr17	14927360	14933803	TU36346	G17498	+	0.183963	0.878137	0.643087	2.19828	0	0	0	0	0	0
chr17	14927360	14929886	TU36347	G17498	+	1.0802	0	0	0	0	0	0	0	0	0.297485
chr17	15644227	15644843	TU36348	G17499	-	2.93408	2.32539	3.06689	1.50216	2.33952	0	2.51694	0	0	2.5208
chr17	15347167	15348973	TU36349	G17500	-	6.49888	5.34295	0	0	0	0	0	0	0	0
chr17	15352469	15355799	TU36350	G17501	-	1.47768	1.44996	0	0	0	0	0	0	0	0
chr17	15663425	15664129	TU36352	G17504	+	0	2.46837	2.01768	0	0	0	0	0	0	0
chr1	131880070	131891779	TU3637	G1783	+	0.181845	0.241718	0	0.0944613	0	0.0790652	0	0	0.0827026	0.409617
chr17	15926224	15927541	TU36370	G17511	+	1.68781	0.112633	0	0	0	0	0	0	0	0
chr17	15888614	15894921	TU36373	G17513	-	4.38126	4.04651	0.372209	0.22033	0	0	1.25661	0	1.74028	0.0845179
chr17	15667315	15668701	TU36376	G17514	-	3.5914	3.83028	0.289244	0	0	0	0	0	0	0.54168
chr17	15663646	15670231	TU36378	G17514	-	0.620117	0.435095	0.203306	0.176748	0	0	0	0	0	0
chr17	15659826	15668701	TU36379	G17514	-	1.52155	0.864097	0	0.0949116	0	0	0	0	0.200379	0
chr17	15924278	15930232	TU36382	G17517	-	0.529405	0	0.498761	0.246915	3.79812	1.58159	2.77603	2.85977	2.15818	0.766948
chr17	15924278	15927900	TU36383	G17517	-	0.79105	1.25314	0	0.237156	0	0	0	0	0	0
chr17	15988291	16114510	TU36384	G17518	+	0.205393	0.199123	0.00863031	0.0100637	0	0.0332762	0	0	0.131589	0.0858778
chr17	15981609	16114510	TU36385	G17518	+	0.0717627	0.0487942	0	0	0	0	0	0	0	0
chr17	15624048	15642969	TU36386	G17519	+	0.439357	1.02786	0.573698	0.442192	0.409979	0	0.56787	0.0561211	0.128293	0.454527
chr17	15631063	15641088	TU36387	G17519	+	0.182692	0.324004	0.051024	0	0	0.179299	0	0	0	0
chr17	15575491	15576621	TU36388	G17520	-	5.72117	6.20779	7.4116	7.42635	4.97788	5.19254	5.83142	5.88278	7.36314	8.04473
chr17	15574827	15576276	TU36389	G17520	-	3.61243	1.65901	2.35821	2.14372	0	0	0	2.86295	2.38984	3.82361
chr1	134537252	134539942	TU3639	G1785	+	1.69911	1.03196	2.32836	2.14883	0.678372	2.08905	0	2.11758	1.51147	1.09761
chr17	15633921	15641088	TU36390	G17519	+	0.823749	0.483364	0.126532	0.0195833	0.206643	0	0	0.12212	0.0690147	1.16479
chr17	15633921	15634574	TU36391	G17519	+	3.53808	4.0043	3.20048	0.474739	2.60684	0	0	3.13428	1.32481	0
chr17	16942480	16943566	TU36392	G17521	-	0	0	0.925999	0	0	0	0	0	0	0.692427
chr17	16768328	16771102	TU36393	G17522	+	0.0944613	0.0875986	1.17142	3.71608	2.40136	3.51248	0.947105	1.93885	1.7939	1.85413
chr17	17228527	17229628	TU36395	G17524	-	0	1.92949	0	0	0	0	0	0	0	0
chr17	17283022	17283893	TU36396	G17525	-	0	0.495286	0	0	0	0	0	0	0	0
chr17	17424238	17425200	TU36407	G17532	-	1.41522	2.30486	0.72334	1.41918	0	0	0	1.03844	0	1.23716
chr17	6420899	6427126	TU36408	G17533	+	0.530737	1.72133	0.339137	1.80488	2.07724	2.62348	1.59964	1.32884	2.2394	2.49399
chr17	17418915	17425956	TU36409	G17532	-	0.0417103	0.136454	0.186078	0.123887	0	0.167786	0	0	0.146655	0.345207
chr17	6576330	6577130	TU36416	G17538	+	3.86447	3.69655	3.23624	3.74481	4.29158	4.77097	5.06724	4.70472	5.51946	3.42926
chr1	134642395	134646504	TU3642	G1788	-	0.555162	1.17185	0.0653425	0	0	0	0	0	0.418999	0.813935
chr17	12047095	12048941	TU36426	G17542	-	6.27441	4.4128	3.58592	4.39799	0	0	1.7891	0	1.38902	1.52907
chr17	8384012	8384832	TU36427	G17543	+	2.628	3.52444	5.28534	4.78017	4.17933	4.98251	4.64726	3.12912	6.31654	5.957
chr17	12026013	12027603	TU36429	G17545	-	3.87804	3.59486	1.89595	0.209141	0	0	0	0	2.77537	0.977951
chr17	12026013	12027603	TU36431	G17545	-	3.87804	3.59486	1.89595	0.209141	0	0	0	0	2.77537	0.977951
chr17	17799378	17815463	TU36440	G17548	+	0.312665	0.376735	0.0233736	0.0519521	0	0	0	0	0	0.047771
chr17	8348871	8349721	TU36444	G17549	+	0	3.43309	1.91495	3.52239	0	0	4.46404	0	0	1.47162
chr17	17974875	17975315	TU36447	G17551	-	0	0	2.35417	3.32058	5.38187	6.60733	5.91206	4.57513	2.02432	2.28609
chr17	17974875	17976301	TU36448	G17551	-	0.356519	0	2.39113	1.61227	2.30081	0	1.56511	0.815575	1.64731	2.88232
chr17	17790093	17803439	TU36451	G17553	-	0.428321	0.366924	0	0.0181594	0.208725	0	0	0.0658021	0.376846	0.0374994
